tab 	specimens
citations	description	dir_dang	dir_dec	dir_inc	dir_mad_free	dir_n_measurements	dir_nrm_origin	dir_polarity	dir_tilt_correction	geologic_classes	geologic_types	int_abs	int_b	int_b_beta	int_b_sigma	int_corr	int_drats	int_f	int_fvds	int_mad_free	int_md	int_n_measurements	int_n_ptrm	int_q	int_rsc	int_scat	int_treat_dc_field	lithologies	meas_step_max	meas_step_min	meas_step_unit	method_codes	result_quality	result_type	sample	specimen
This study	Recalculated from original measurements; supercedes published results.	1.5	82.1	-48.3			p	n	-1.0	Igneous:Extrusive	Lava Flow	1.95e-05	-0.48700000000000004	0.129	0.063	u	7.7	0.449	0.226	2.0	8.0	4.0	5.0	2.1	0.9671	True	4e-05	Basalt	848.0	773.0	K	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-ZI:DE-BFL:LP-PI-TRM	g	i	sr34f	sr34f3
This study	Recalculated from original measurements; supercedes published results.		234.3	40.3	4.9	13.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	848.0	273.0	K	DA-DIR-GEO:DE-BFP:SO-SUN:DE-BFP:LP-DIR-T	g	i	sr34f	sr34f3
This study	Recalculated from original measurements; supercedes published results.		200.7	-52.8	1.5	8.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	0.18	0.04	T	DA-DIR-GEO:DE-BFL:SO-SUN:DE-BFL:LP-DIR-AF	g	i	sr34i	sr34i3
This study	Recalculated from original measurements; supercedes published results.	2.5	321.7	-42.8			p	n	-1.0	Igneous:Extrusive	Lava Flow	7.64e-05	-1.909	0.048	0.092	u	11.3	0.708	0.6829999999999999	3.9	-1.0	10.0	4.0	11.9	0.9814	True	4e-05	Basalt	798.0	373.0	K	IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:DE-BFL:LP-PI-TRM	g	i	sr34j	sr34j1
This study	Recalculated from original measurements; supercedes published results.		205.3	-50.9	1.0	7.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	823.0	573.0	K	DA-DIR-GEO:DE-BFL:SO-SUN:DE-BFL:LP-DIR-T	g	i	sr34j	sr34j1
This study	Recalculated from original measurements; supercedes published results.	2.7	296.4	-45.3			p	n	-1.0	Igneous:Extrusive	Lava Flow	8.51e-05	-2.128	0.051	0.109	u	3.1	0.73	0.721	2.2	-1.0	10.0	4.0	11.6	0.9791	True	4e-05	Basalt	798.0	373.0	K	IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:DE-BFL:LP-PI-TRM	g	i	sr34k	sr34k1
This study	Recalculated from original measurements; supercedes published results.		208.6	-48.5	2.8	6.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	823.0	623.0	K	DA-DIR-GEO:DE-BFL:SO-SUN:DE-BFL:LP-DIR-T	g	i	sr34k	sr34k1
This study	Recalculated from original measurements; supercedes published results.		199.7	-64.0	0.8	6.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	0.18	0.08	T	DA-DIR-GEO:DE-BFL:SO-SUN:DE-BFL:LP-DIR-AF	g	i	sr36a	sr36a2
This study	Recalculated from original measurements; supercedes published results.		194.7	-60.0	1.1	8.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	0.18	0.04	T	DA-DIR-GEO:DE-BFL:SO-SUN:DE-BFL:LP-DIR-AF	g	i	sr36b	sr36b1
This study	Recalculated from original measurements; supercedes published results.		215.5	-61.0	3.9	10.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	0.18	0.02	T	DA-DIR-GEO:DE-BFL:SO-SUN:DE-BFL:LP-DIR-AF	g	i	sr36c	sr36c1
This study	Recalculated from original measurements; supercedes published results.		185.0	-73.7	2.2	8.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	0.18	0.04	T	DA-DIR-GEO:DE-BFL:SO-SUN:DE-BFL:LP-DIR-AF	g	i	sr36d	sr36d1
This study	Recalculated from original measurements; supercedes published results.		112.4	9.5	8.9	14.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	848.0	273.0	K	DA-DIR-GEO:DE-BFP:SO-SUN:DE-BFP:LP-DIR-T	g	i	sr36d	sr36d2
This study	Recalculated from original measurements; supercedes published results.		193.4	-69.4	4.0	8.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	0.18	0.04	T	DA-DIR-GEO:DE-BFL:SO-SUN:DE-BFL:LP-DIR-AF	g	i	sr36e	sr36e1
This study	Recalculated from original measurements; supercedes published results.		191.0	-63.1	2.5	8.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	0.18	0.04	T	DA-DIR-GEO:DE-BFL:SO-SUN:DE-BFL:LP-DIR-AF	g	i	sr36i	sr36i2
This study	Recalculated from original measurements; supercedes published results.	2.9	38.1	-10.7			p	n	-1.0	Igneous:Extrusive	Lava Flow	6.409999999999999e-05	-1.6030000000000002	0.06	0.09699999999999999	u	4.5	0.35100000000000003	0.29	3.3	-1.0	5.0	4.0	3.9	0.9891	True	4e-05	Basalt	823.0	673.0	K	IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:DE-BFL:LP-PI-TRM	g	i	sr37a	sr37a2
This study	Recalculated from original measurements; supercedes published results.		177.4	-50.9	4.5	10.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	823.0	423.0	K	DA-DIR-GEO:DE-BFL:SO-SUN:DE-BFL:LP-DIR-T	g	i	sr37a	sr37a2
This study	Recalculated from original measurements; supercedes published results.	8.3	41.3	-15.2			p	n	-1.0	Igneous:Extrusive	Lava Flow	1.0800000000000002e-05	-0.27	0.078	0.021	u	3.2	0.125	0.095	8.0	-1.0	5.0	4.0	1.1	0.9817	True	4e-05	Basalt	798.0	623.0	K	IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:DE-BFL:LP-PI-TRM	g	i	sr37b	sr37b1
This study	Recalculated from original measurements; supercedes published results.		182.7	-50.2	16.0	11.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	823.0	373.0	K	DA-DIR-GEO:DE-BFL:SO-SUN:DE-BFL:LP-DIR-T	g	i	sr37b	sr37b1
This study	Recalculated from original measurements; supercedes published results.	11.2	40.0	-7.8			p	n	-1.0	Igneous:Extrusive	Lava Flow	7.46e-06	-0.18600000000000003	0.304	0.057	u	25.0	0.165	0.08199999999999999	7.4	-1.0	4.0	4.0	0.4	0.8238	True	4e-05	Basalt	798.0	673.0	K	IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:DE-BFL:LP-PI-TRM	g	i	sr37e	sr37e1
This study	Recalculated from original measurements; supercedes published results.		26.7	-28.9	6.4	10.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	0.18	0.02	T	DA-DIR-GEO:DE-BFP:SO-SUN:DE-BFP:LP-DIR-AF	g	i	sr37g	sr37g2
This study	Recalculated from original measurements; supercedes published results.		166.5	-56.9	3.7	9.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	873.0	623.0	K	DA-DIR-GEO:DE-BFL:SO-SUN:DE-BFL:LP-DIR-T	g	i	sr37i	sr37i2
This study	Recalculated from original measurements; supercedes published results.	0.7	45.3	-38.5			p	n	-1.0	Igneous:Extrusive	Lava Flow	3.96e-05	-0.9890000000000001	0.017	0.017	u	6.2	0.9670000000000001	0.917	1.5	-1.0	13.0	6.0	46.7	0.9967	True	4e-05	Basalt	873.0	373.0	K	IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:DE-BFL:LP-PI-TRM	g	i	sr37j	sr37j1
This study	Recalculated from original measurements; supercedes published results.		170.4	-54.4	1.2	12.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	873.0	423.0	K	DA-DIR-GEO:DE-BFL:SO-SUN:DE-BFL:LP-DIR-T	g	i	sr37j	sr37j1
This study	Recalculated from original measurements; supercedes published results.		56.9	-17.1	3.7	12.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	0.18	0.0	T	DA-DIR-GEO:DE-BFP:SO-SUN:DE-BFP:LP-DIR-AF	g	i	sr37j	sr37j2
This study	Recalculated from original measurements; supercedes published results.	3.4	40.4	-47.8			p	n	-1.0	Igneous:Extrusive	Lava Flow	5.14e-05	-1.286	0.065	0.084	u	5.5	0.39399999999999996	0.385	1.9	-1.0	4.0	4.0	3.9	0.9915	True	4e-05	Basalt	798.0	673.0	K	IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:DE-BFL:LP-PI-TRM	g	i	sr39a	sr39a1
This study	Recalculated from original measurements; supercedes published results.		188.0	-43.4	1.5	5.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	823.0	673.0	K	DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:DE-BFL:LP-DIR-T	g	i	sr39a	sr39a1
This study	Recalculated from original measurements; supercedes published results.	9.1	54.0	-0.9			p	n	-1.0	Igneous:Extrusive	Lava Flow	0.00011479999999999999	-2.8689999999999998	0.05	0.14400000000000002	u	19.8	0.369	0.324	6.7	-1.0	4.0	4.0	4.9	0.9949	True	4e-05	Basalt	798.0	673.0	K	IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:DE-BFL:LP-PI-TRM	g	i	sr39b	sr39b1
This study	Recalculated from original measurements; supercedes published results.		190.3	-43.5	2.0	4.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	823.0	723.0	K	DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:DE-BFL:LP-DIR-T	g	i	sr39b	sr39b1
This study	Recalculated from original measurements; supercedes published results.	8.9	53.4	-13.5			p	n	-1.0	Igneous:Extrusive	Lava Flow	8.78e-05	-2.194	0.085	0.187	u	14.0	0.39	0.35100000000000003	12.3	-1.0	8.0	4.0	3.4	0.9568	True	4e-05	Basalt	798.0	473.0	K	IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:DE-BFL:LP-PI-TRM	g	i	sr39c	sr39c1
This study	Recalculated from original measurements; supercedes published results.		193.8	-38.7	8.2	9.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	823.0	473.0	K	DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:DE-BFL:LP-DIR-T	g	i	sr39c	sr39c1
This study	Recalculated from original measurements; supercedes published results.		185.1	-51.0	1.2	9.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	0.18	0.03	T	DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:DE-BFL:LP-DIR-AF	g	i	sr39g	sr39g3
This study	Recalculated from original measurements; supercedes published results.		178.0	-51.8	1.9	11.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	0.18	0.01	T	DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:DE-BFL:LP-DIR-AF	g	i	sr39h	sr39h3
This study	Recalculated from original measurements; supercedes published results.	3.0	46.1	15.0			p	n	-1.0	Igneous:Extrusive	Lava Flow	4.95e-05	-1.239	0.035	0.043	u	14.9	0.642	0.62	3.0	-1.0	10.0	6.0	13.6	0.9902	True	4e-05	Basalt	798.0	373.0	K	IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:DE-BFL:LP-PI-TRM	g	i	sr39i	sr39i1
This study	Recalculated from original measurements; supercedes published results.		200.8	-46.2	1.8	9.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	873.0	573.0	K	DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:DE-BFL:LP-DIR-T	g	i	sr39i	sr39i1
This study	Recalculated from original measurements; supercedes published results.		185.1	-45.9	0.4	6.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	923.0	798.0	K	DA-DIR-GEO:DE-BFL:SO-SUN:DE-BFL:LP-DIR-T	g	i	sr39j	sr39j2
This study	Recalculated from original measurements; supercedes published results.	3.0	32.0	-29.2			p	n	-1.0	Igneous:Extrusive	Lava Flow	6.92e-05	-1.73	0.033	0.057999999999999996	u	6.5	0.254	0.243	9.6	-1.0	8.0	4.0	6.1	0.9933	True	4e-05	Basalt	723.0	373.0	K	IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:DE-BFL:LP-PI-TRM	g	i	sr40a	sr40a1
This study	Recalculated from original measurements; supercedes published results.		190.3	-60.3	5.2	11.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	273.0	373.0	K	DA-DIR-GEO:DE-BFL:SO-SUN:DE-BFL:LP-DIR-T	g	i	sr40a	sr40a1
This study	Recalculated from original measurements; supercedes published results.	5.7	51.0	-57.5			p	n	-1.0	Igneous:Extrusive	Lava Flow	8.04e-05	-2.01	0.06	0.12	u	3.1	0.319	0.316	8.0	-1.0	8.0	4.0	4.3	0.9788	True	4e-05	Basalt	723.0	373.0	K	IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:DE-BFL:LP-PI-TRM	g	i	sr40c	sr40c2
This study	Recalculated from original measurements; supercedes published results.		194.4	-62.7	4.2	11.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	823.0	373.0	K	DA-DIR-GEO:DE-BFL:SO-SUN:DE-BFL:LP-DIR-T	g	i	sr40c	sr40c2
This study	Recalculated from original measurements; supercedes published results.	22.6	6.6	-38.9			p	n	-1.0	Igneous:Extrusive	Lava Flow	3.24e-05	-0.81	0.184	0.149	u	0.8	0.28	0.223	11.0	-1.0	4.0	4.0	1.0	0.9332	True	4e-05	Basalt	798.0	673.0	K	IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:DE-BFL:LP-PI-TRM	g	i	sr40d	sr40d1
This study	Recalculated from original measurements; supercedes published results.		198.9	-63.1	9.3	12.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	823.0	273.0	K	DA-DIR-GEO:DE-BFL:SO-SUN:DE-BFL:LP-DIR-T	g	i	sr40d	sr40d1
This study	Recalculated from original measurements; supercedes published results.		190.7	-62.7	3.4	8.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	873.0	673.0	K	DA-DIR-GEO:DE-BFL:SO-SUN:DE-BFL:LP-DIR-T	g	i	sr40e	sr40e1
This study	Recalculated from original measurements; supercedes published results.		192.9	-64.3	1.9	8.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	0.18	0.04	T	DA-DIR-GEO:DE-BFL:SO-SUN:DE-BFL:LP-DIR-AF	g	i	sr40f	sr40f3
This study	Recalculated from original measurements; supercedes published results.	6.5	69.7	-56.6			p	n	-1.0	Igneous:Extrusive	Lava Flow	8.190000000000001e-05	-2.0469999999999997	0.066	0.135	u	21.0	0.24	0.242	6.2	-1.0	7.0	4.0	2.9	0.9783	True	4e-05	Basalt	673.0	373.0	K	IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:DE-BFL:LP-PI-TRM	g	i	sr40g	sr40g1
This study	Recalculated from original measurements; supercedes published results.		195.7	-53.5	3.9	5.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	823.0	673.0	K	DA-DIR-GEO:DE-BFL:SO-SUN:DE-BFL:LP-DIR-T	g	i	sr40g	sr40g1
This study	Recalculated from original measurements; supercedes published results.		14.6	51.5	1.8	12.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	823.0	373.0	K	DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:DE-BFL:LP-DIR-T	g	i	sr42b	sr42b1
This study	Recalculated from original measurements; supercedes published results.		24.1	54.4	0.6	7.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	0.1	0.01	T	DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:DE-BFL:LP-DIR-AF	g	i	sr42c	sr42c3
This study	Recalculated from original measurements; supercedes published results.		108.7	45.6	1.5	9.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	0.18	0.03	T	DA-DIR-GEO:DE-BFL:SO-SUN:DE-BFL:LP-DIR-AF	g	i	sr42f	sr42f2
This study	Recalculated from original measurements; supercedes published results.		9.1	15.7	1.0	8.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	0.16	0.03	T	DA-DIR-GEO:DE-BFL:SO-SUN:DE-BFL:LP-DIR-AF	g	i	sr42h	sr42h2
This study	Recalculated from original measurements; supercedes published results.		333.9	53.5	0.7	5.0	p	n	0.0	Igneous:Extrusive	Lava Flow					u												Basalt	0.1	0.03	T	DA-DIR-GEO:DE-BFL:SO-SUN:DE-BFL:LP-DIR-AF	g	i	sr42j	sr42j2
This study	Recalculated from original measurements; supercedes published results.									Igneous:Extrusive	Lava Flow					u												Basalt				DA-DIR-GEO:DE-BFL:SO-SUN:DE-BFL:LP-DIR-AF	b	i	sr37h	sr37h1
